Brand,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Mercedes-Benz,Mercedes-Benz SLK-Class SLK,Coimbatore,2016,22732,Petrol,Automatic,First,18.1,3498.0,306.0,2.0,55.54
Audi,Audi A6 2.0,Hyderabad,2014,48000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,29.0
Ford,Ford EcoSport 1.5,Bangalore,2013,62084,Diesel,Manual,First,22.77,1498.0,98.59,5.0,6.6
Volkswagen,Volkswagen Passat Highline,Kolkata,2012,39273,Diesel,Automatic,First,14.3,1968.0,140.0,5.0,6.99
Toyota,Toyota Innova Crysta,Bangalore,2017,64798,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.75
Ford,Ford Figo ,Jaipur,2010,100002,Diesel,Manual,Third,20.0,1399.0,68.0,5.0,1.28
Chevrolet,Chevrolet Aveo 1.4,Pune,2006,78000,Petrol,Manual,Third,14.49,1399.0,92.7,5.0,1.2
Maruti,Maruti Ritz LXi,Coimbatore,2013,57717,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.31
Land,Land Rover Freelander,Chennai,2011,109000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,16.5
Hyundai,Hyundai Grand i10,Coimbatore,2017,74515,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.64
Ford,Ford Endeavour 3.2,Coimbatore,2017,50484,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,31.12
Audi,Audi Q5 2008-2012,Kochi,2013,13452,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,25.46
Hyundai,Hyundai Verna 1.6,Kochi,2017,37688,Petrol,Manual,First,17.01,1591.0,121.3,5.0,7.88
Mercedes-Benz,Mercedes-Benz E-Class 2015-2017,Chennai,2017,34000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,36.0
Maruti,Maruti Swift Dzire,Pune,2008,64000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,2.85
Honda,Honda City 1.3,Delhi,2011,100000,Petrol,Manual,First,13.0,1343.0,90.0,5.0,3.5
Renault,Renault Duster 85PS,Jaipur,2014,75000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,7.5
Mercedes-Benz,Mercedes-Benz New C-Class,Hyderabad,2012,86000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0
BMW,BMW X5 xDrive,Hyderabad,2015,69000,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,54.0
Hyundai,Hyundai Xcent 1.2,Kochi,2015,41721,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.7
Maruti,Maruti Dzire AMT,Hyderabad,2017,13000,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,8.5
BMW,BMW 3 Series,Kolkata,2013,38998,Diesel,Automatic,First,16.07,1995.0,181.0,4.0,17.0
Maruti,Maruti Alto 800,Kochi,2017,54250,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.51
Audi,Audi A4 2.0,Bangalore,2013,45979,Diesel,Automatic,Second,17.11,1968.0,174.33,5.0,19.5
Mini,Mini Cooper S,Pune,2012,37000,Petrol,Automatic,Second,13.6,1598.0,181.0,4.0,17.0
Audi,Audi Q7 3.0,Coimbatore,2015,46983,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,43.35
Chevrolet,Chevrolet Beat ,Bangalore,2012,40700,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.65
Maruti,Maruti Wagon R,Kochi,2015,43828,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.52
Nissan,Nissan Terrano XV,Kolkata,2016,53000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,6.25
BMW,BMW 3 Series,Ahmedabad,2015,100000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,24.75
Maruti,Maruti Swift Dzire,Mumbai,2015,19000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,5.25
Skoda,Skoda Yeti Elegance,Jaipur,2016,84000,Diesel,Manual,First,17.72,1968.0,108.5,5.0,11.0
Ford,Ford EcoSport 1.5,Kochi,2018,37630,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,9.1
Hyundai,Hyundai i20 1.2,Chennai,2010,67714,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3.25
Maruti,Maruti S Cross,Pune,2017,32000,Diesel,Manual,First,15.0,1248.0,88.5,5.0,8.5
Hyundai,Hyundai Verna Transform,Pune,2010,51000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,3.1
BMW,BMW 3 Series,Kochi,2015,58390,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,19.86
Hyundai,Hyundai Grand i10,Kolkata,2017,14000,Diesel,Manual,First,24.0,1186.0,73.97,5.0,4.9
Honda,Honda City i-VTEC,Delhi,2014,55818,Petrol,Manual,Second,17.4,1497.0,117.3,5.0,5.7
Maruti,Maruti Swift VDI,Kolkata,2012,52241,Diesel,Manual,First,25.2,1248.0,74.0,5.0,2.9
Maruti,Maruti Baleno Zeta,Coimbatore,2018,25433,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.83
Tata,Tata Safari Storme,Kochi,2015,40611,Diesel,Manual,First,14.0,2179.0,138.1,7.0,8.15
Hyundai,Hyundai Accent GLS,Bangalore,2008,72000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,2.0
Maruti,Maruti Swift LDI,Hyderabad,2016,54631,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.25
Tata,Tata Nano XTA,Coimbatore,2016,24941,Petrol,Automatic,First,21.9,624.0,37.48,4.0,3.19
Maruti,Maruti Ertiga VDI,Ahmedabad,2017,63939,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.75
Maruti,Maruti Celerio VXI,Delhi,2014,35214,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,3.2
Maruti,Maruti Swift VDI,Delhi,2015,63000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.9
Volkswagen,Volkswagen Vento ,Kochi,2012,121377,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.8
Volkswagen,Volkswagen Jetta 2007-2011,Chennai,2009,100970,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,4.0
Mini,Mini Cooper 5,Hyderabad,2014,60000,Diesel,Automatic,Second,20.7,1496.0,113.98,5.0,23.5
Tata,Tata Indica V2,Chennai,2008,77650,Diesel,Manual,First,17.2,1396.0,53.5,5.0,1.15
Honda,Honda City i-VTEC,Bangalore,2015,18955,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,10.65
Jaguar,Jaguar XF 2.2,Coimbatore,2016,47877,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,35.68
Mercedes-Benz,Mercedes-Benz E-Class 2015-2017,Kochi,2017,43368,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,31.94
Chevrolet,Chevrolet Cruze LTZ,Chennai,2011,73000,Diesel,Manual,Third,18.3,1991.0,147.9,5.0,4.2
Mahindra,Mahindra XUV500 W8,Ahmedabad,2015,72007,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.9
Mercedes-Benz,Mercedes-Benz New C-Class,Kochi,2014,56778,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,15.46
Honda,Honda Jazz VX,Kochi,2018,20024,Petrol,Manual,First,18.2,1199.0,88.7,5.0,8.46
Toyota,Toyota Etios G,Kolkata,2013,42103,Petrol,Manual,First,16.78,1496.0,88.73,5.0,3.25
Maruti,Maruti Alto LXi,Hyderabad,2012,67147,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.6
Maruti,Maruti Swift VXI,Coimbatore,2016,37806,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.2
Maruti,Maruti A-Star Vxi,Pune,2009,85000,Petrol,Manual,Third,19.0,998.0,66.1,5.0,1.8
Tata,Tata Nano Lx,Chennai,2011,35000,Petrol,Manual,First,25.4,624.0,37.48,4.0,1.6
Ford,Ford Figo Titanium,Kolkata,2015,72035,Diesel,Manual,First,25.5,1498.0,99.0,5.0,2.5
Fiat,Fiat Linea Emotion,Jaipur,2011,48500,Petrol,Manual,First,16.0,1368.0,90.0,5.0,2.5
Ford,Ford Figo Aspire,Coimbatore,2017,28854,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.7
Maruti,Maruti Baleno LXI,Hyderabad,2005,92450,Petrol,Manual,First,15.4,1590.0,94.0,5.0,1.2
BMW,BMW 3 Series,Coimbatore,2016,14351,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,35.55
Chevrolet,Chevrolet Cruze LTZ,Jaipur,2017,51087,Diesel,Manual,First,17.9,1998.0,163.7,5.0,7.75
Mahindra,Mahindra Scorpio 2.6,Chennai,2005,50000,Diesel,Manual,First,12.7,2609.0,116.6,8.0,1.94
Tata,Tata Indica V2,Hyderabad,2016,73000,Diesel,Manual,First,25.0,1396.0,69.0,5.0,2.2
Chevrolet,Chevrolet Cruze LTZ,Ahmedabad,2011,60000,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,3.8
Toyota,Toyota Innova 2.5,Chennai,2016,50000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,15.65
Mercedes-Benz,Mercedes-Benz New C-Class,Coimbatore,2018,36797,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.47
Maruti,Maruti Ritz VXi,Kolkata,2011,50000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,1.5
Toyota,Toyota Innova 2.5,Ahmedabad,2013,94000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,8.85
Toyota,Toyota Fortuner 4x4,Bangalore,2013,74000,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,17.9
Hyundai,Hyundai i10 Sportz,Coimbatore,2014,41016,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,5.08
Hyundai,Hyundai Verna 1.6,Bangalore,2012,67000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.25
Audi,Audi Q3 2012-2015,Bangalore,2015,76927,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,22.75
Chevrolet,Chevrolet Beat LS,Kolkata,2010,17088,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.46
Ford,Ford Fiesta 1.4,Pune,2007,112808,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,2.05
Ford,Ford Figo ,Coimbatore,2014,74980,Diesel,Manual,First,20.0,1399.0,68.0,5.0,4.08
Maruti,Maruti Celerio VXI,Hyderabad,2014,44600,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.55
Mercedes-Benz,Mercedes-Benz A Class,Mumbai,2013,37000,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,14.0
Hyundai,Hyundai Creta 1.6,Ahmedabad,2016,21000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,10.9
Maruti,Maruti Wagon R,Bangalore,2010,81245,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.45
Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,Delhi,2013,70000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,15.8
Ford,Ford EcoSport 1.5,Mumbai,2017,4018,Petrol,Manual,First,18.88,1499.0,110.4,5.0,8.25
Renault,Renault Koleos 2.0,Delhi,2013,70000,Diesel,Automatic,Second,13.73,1995.0,148.0,5.0,8.5
Mahindra,Mahindra XUV500 W10,Coimbatore,2016,56532,Diesel,Manual,First,16.0,2179.0,140.0,7.0,15.54
Maruti,Maruti Omni E,Hyderabad,2013,26875,Petrol,Manual,First,16.8,796.0,34.2,8.0,2.35
Maruti,Maruti Wagon R,Coimbatore,2015,72599,Petrol,Manual,First,22.5,998.0,67.04,5.0,4.32
Ford,Ford Endeavour XLT,Jaipur,2008,205000,Diesel,Manual,Second,13.1,2499.0,141.0,7.0,3.9
Hyundai,Hyundai Verna 1.6,Hyderabad,2011,98000,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.2
Hyundai,Hyundai i20 Magna,Mumbai,2018,19500,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.85
Maruti,Maruti Ertiga ZXI,Bangalore,2013,68000,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,6.25
Mahindra,Mahindra XUV500 W9,Coimbatore,2019,19654,Diesel,Automatic,First,14.0,2179.0,155.0,7.0,17.63
Maruti,Maruti SX4 S,Mumbai,2017,26000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,9.75
Mercedes-Benz,Mercedes-Benz SLK-Class SLK,Bangalore,2015,10000,Petrol,Automatic,First,18.1,3498.0,306.0,2.0,55.0
Volkswagen,Volkswagen Polo ,Hyderabad,2011,75020,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.1
Toyota,Toyota Fortuner 4x4,Hyderabad,2011,157000,Diesel,Manual,First,12.55,2982.0,168.5,7.0,11.99
Mahindra,Mahindra XUV500 W10,Kochi,2017,43773,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.54
Mercedes-Benz,Mercedes-Benz GLE 250d,Mumbai,2016,21000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,56.0
Honda,Honda Jazz 1.2,Chennai,2016,23280,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.5
Maruti,Maruti Swift Dzire,Pune,2013,88000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.75
Hyundai,Hyundai Verna 1.6,Hyderabad,2014,67000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,5.6
Ford,Ford Endeavour 3.2,Coimbatore,2017,59636,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.2
Hyundai,Hyundai i20 1.2,Kolkata,2018,11000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.35
Honda,Honda City 1.5,Mumbai,2013,60669,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.95
Honda,Honda Amaze VX,Hyderabad,2018,12000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,8.5
Hyundai,Hyundai Verna 1.6,Kolkata,2013,35000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.5
Honda,Honda Mobilio S,Chennai,2015,65000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,5.5
Maruti,Maruti Ertiga ZDI,Kochi,2013,39929,Diesel,Manual,First,20.77,1248.0,88.8,7.0,6.56
Maruti,Maruti Alto K10,Pune,2014,49000,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.3
Toyota,Toyota Qualis FS,Pune,2004,77757,Diesel,Manual,Second,13.1,2446.0,75.0,10.0,3.5
Hyundai,Hyundai i10 Sportz,Kochi,2016,21456,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.55
Skoda,Skoda Laura 1.9,Bangalore,2009,74000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,7.75
Hyundai,Hyundai i20 Asta,Mumbai,2015,37000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,5.25
BMW,BMW 5 Series,Coimbatore,2013,108640,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,23.29
BMW,BMW 3 Series,Mumbai,2016,38000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,23.99
Chevrolet,Chevrolet Aveo 1.4,Pune,2010,80000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,1.79
Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,Mumbai,2011,47000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,13.9
Audi,Audi A6 2011-2015,Kolkata,2013,31000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,18.95
Maruti,Maruti Wagon R,Kolkata,2014,40000,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.49
Renault,Renault KWID RXT,Jaipur,2016,4152,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.15
Volkswagen,Volkswagen Ameo 1.5,Mumbai,2017,51000,Diesel,Manual,First,21.66,1498.0,108.62,5.0,6.45
Volkswagen,Volkswagen Polo ,Ahmedabad,2013,55000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.25
Maruti,Maruti Alto 800,Hyderabad,2014,58500,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.75
Hyundai,Hyundai i20 Asta,Kochi,2017,58620,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.14
Hyundai,Hyundai i20 1.2,Jaipur,2012,71172,Petrol,Manual,Third,17.0,1197.0,80.0,5.0,3.5
Hyundai,Hyundai i20 1.4,Chennai,2017,12000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.3
Maruti,Maruti Wagon R,Kolkata,2014,25000,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.75
Hyundai,Hyundai i20 1.4,Bangalore,2017,43000,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,8.2
Volkswagen,Volkswagen Polo GT,Mumbai,2015,57022,Petrol,Automatic,First,17.21,1197.0,103.6,5.0,6.51
Ford,Ford Figo ,Pune,2015,92000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,4.25
Maruti,Maruti Swift ZXI,Coimbatore,2014,33372,Petrol,Manual,Second,18.6,1197.0,85.8,5.0,6.21
Hyundai,Hyundai Grand i10,Kochi,2016,52625,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.58
Mahindra,Mahindra Xylo H4,Chennai,2016,215000,Diesel,Manual,First,14.02,2179.0,118.3,7.0,7.5
Maruti,Maruti Alto Green,Delhi,2012,65537,CNG,Manual,First,26.83,796.0,38.4,5.0,2.1
Hyundai,Hyundai i10 Magna,Coimbatore,2014,60138,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.09
Skoda,Skoda Octavia Elegance,Mumbai,2014,84000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,10.75
BMW,BMW X5 2014-2019,Mumbai,2014,47000,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,41.5
Maruti,Maruti Celerio VXI,Hyderabad,2014,33450,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.4
Volkswagen,Volkswagen Vento ,Jaipur,2013,125000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,6.25
BMW,BMW 3 Series,Pune,2011,99606,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,10.5
Maruti,Maruti Ertiga ZDI,Mumbai,2014,64000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.25
Ford,Ford Figo ,Hyderabad,2013,51000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.2
Volkswagen,Volkswagen Polo 1.2,Mumbai,2014,57000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.95
Audi,Audi A6 3.0,Coimbatore,2009,48040,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,12.07
Toyota,Toyota Innova Crysta,Pune,2017,43200,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.6
Hyundai,Hyundai Verna 1.6,Delhi,2013,66000,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,5.7
Hyundai,Hyundai Santro Xing,Kolkata,2013,31000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,1.75
Audi,Audi A4 2.0,Delhi,2011,46000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,10.99
Audi,Audi A4 2.0,Kolkata,2012,47346,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,14.5
Skoda,Skoda Laura 1.9,Jaipur,2009,100000,Diesel,Manual,First,17.0,1896.0,105.0,5.0,3.11
Honda,Honda CR-V 2.0L,Coimbatore,2015,63856,Petrol,Automatic,First,13.7,1997.0,153.86,5.0,13.96
Hyundai,Hyundai Verna 1.6,Coimbatore,2015,72996,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.11
Honda,Honda Mobilio RS,Chennai,2014,23000,Diesel,Manual,First,24.5,1498.0,98.6,7.0,6.9
Hyundai,Hyundai i20 1.2,Coimbatore,2018,15985,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.77
Toyota,Toyota Innova 2.5,Kolkata,2011,98000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,5.5
Hyundai,Hyundai i20 Magna,Hyderabad,2014,70089,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.35
Mahindra,Mahindra Bolero VLX,Chennai,2011,99000,Diesel,Manual,Second,13.6,2523.0,63.0,7.0,4.5
Volkswagen,Volkswagen Vento 1.5,Jaipur,2014,72000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.75
Jaguar,Jaguar XF 2.2,Coimbatore,2015,44194,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,32.8
Maruti,Maruti Zen LXi,Mumbai,2005,102000,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.7
Mercedes-Benz,Mercedes-Benz E-Class Facelift,Coimbatore,2018,56652,Diesel,Automatic,First,13.0,2987.0,258.0,5.0,50.29
Toyota,Toyota Fortuner 3.0,Mumbai,2010,41650,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,10.99
Hyundai,Hyundai Grand i10,Coimbatore,2015,61717,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.57
Hyundai,Hyundai Xcent 1.2,Jaipur,2018,25302,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5.9
Hyundai,Hyundai Creta 1.6,Coimbatore,2016,47016,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.43
Hyundai,Hyundai i10 Sportz,Bangalore,2010,69000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.9
Honda,Honda Brio S,Delhi,2016,32700,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.68
Toyota,Toyota Fortuner 4x2,Coimbatore,2015,101337,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,21.67
Audi,Audi A4 2.0,Ahmedabad,2011,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,12.5
Toyota,Toyota Innova Crysta,Kochi,2018,41736,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.92
Honda,Honda City i,Jaipur,2014,71649,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.75
Honda,Honda City i,Kochi,2015,80606,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.96
Renault,Renault KWID 1.0,Jaipur,2017,63262,Petrol,Manual,First,21.7,999.0,67.0,5.0,3.25
Maruti,Maruti Swift DDiS,Hyderabad,2018,5456,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8.65
Maruti,Maruti Celerio VXI,Pune,2017,7500,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.0
Mahindra,Mahindra XUV500 W8,Delhi,2011,66000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,5.5
Hyundai,Hyundai i10 Magna,Jaipur,2010,66770,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.6
Hyundai,Hyundai i10 Magna,Kochi,2014,58472,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.41
Maruti,Maruti Dzire VXI,Kolkata,2011,46687,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2.7
Maruti,Maruti Grand Vitara,Chennai,2008,77000,Petrol,Automatic,Fourth & Above,9.7,1995.0,163.5,5.0,5.5
Audi,Audi TT 40,Kolkata,2012,7000,Petrol,Automatic,First,14.33,1984.0,226.6,4.0,35.0
Mercedes-Benz,Mercedes-Benz New C-Class,Mumbai,2011,48000,Petrol,Automatic,Second,14.74,1991.0,184.0,5.0,9.75
Nissan,Nissan Sunny 2011-2014,Mumbai,2013,47000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.25
Maruti,Maruti Wagon R,Ahmedabad,2015,51530,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.2
Maruti,Maruti Swift Dzire,Bangalore,2014,25789,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,6.85
Honda,Honda Amaze S,Delhi,2015,48000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.5
Maruti,Maruti Swift ZDI,Delhi,2012,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,3.55
Hyundai,Hyundai Accent Executive,Hyderabad,2010,95637,CNG,Manual,Second,13.2,1495.0,93.7,5.0,1.9
Mahindra,Mahindra Scorpio LX,Hyderabad,2008,131000,Diesel,Manual,First,10.5,2609.0,120.0,7.0,3.6
Mercedes-Benz,Mercedes-Benz E-Class E250,Kochi,2015,42076,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,21.8
Toyota,Toyota Fortuner 4x2,Mumbai,2012,76000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,13.5
Datsun,Datsun redi-GO T,Bangalore,2016,20487,Petrol,Manual,First,22.7,799.0,53.64,5.0,2.66
Honda,Honda City V,Delhi,2010,43000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,3.75
Toyota,Toyota Camry Hybrid,Pune,2018,17000,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,32.0
Honda,Honda City i,Coimbatore,2016,60805,Diesel,Manual,First,26.0,1498.0,98.6,5.0,8.07
Volkswagen,Volkswagen Jetta 2012-2014,Kochi,2012,58775,Diesel,Manual,First,19.33,1968.0,138.1,5.0,5.64
Audi,Audi A6 2011-2015,Hyderabad,2013,70181,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,23.99
Maruti,Maruti Ertiga VDI,Coimbatore,2016,85827,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.5
Mercedes-Benz,Mercedes-Benz New C-Class,Jaipur,2016,58205,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,27.0
Maruti,Maruti Swift Dzire,Mumbai,2008,91000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2.85
Renault,Renault Duster 110PS,Pune,2012,74000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.35
Maruti,Maruti Ritz VDi,Hyderabad,2010,79324,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.3
Maruti,Maruti Swift Dzire,Bangalore,2013,38623,Petrol,Manual,First,19.1,1197.0,85.8,5.0,5.0
Maruti,Maruti Swift ZDi,Coimbatore,2014,59923,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.46
Hyundai,Hyundai EON Sportz,Jaipur,2017,23360,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.75
Maruti,Maruti Zen VXI,Kochi,2003,61495,Petrol,Manual,Third,17.3,993.0,60.0,5.0,1.52
Maruti,Maruti Eeco 7,Coimbatore,2012,56661,Petrol,Manual,First,15.1,1196.0,73.0,7.0,3.61
Audi,Audi Q5 30,Coimbatore,2017,40318,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,43.74
Audi,Audi Q3 2.0,Chennai,2014,60000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,20.0
Maruti,Maruti Swift Dzire,Hyderabad,2010,130000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.65
Tata,Tata Sumo DX,Mumbai,2013,20000,Diesel,Manual,First,14.07,1978.0,83.1,10.0,5.25
BMW,BMW X5 2014-2019,Hyderabad,2016,76000,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,58.0
Honda,Honda City i-VTEC,Mumbai,2015,30000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.65
Tata,Tata Indigo eCS,Delhi,2015,150000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.5
Volkswagen,Volkswagen Vento TSI,Chennai,2014,28000,Petrol,Automatic,First,16.93,1197.0,103.6,5.0,7.75
Maruti,Maruti Celerio VXI,Bangalore,2015,74000,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.15
Toyota,Toyota Fortuner 3.0,Delhi,2011,75000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,10.85
Mitsubishi,Mitsubishi Outlander 2.4,Delhi,2010,76000,Petrol,Automatic,Second,11.3,2360.0,170.0,5.0,5.53
