,Company,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
697,Mahindra,XUV500 W8 2WD,Delhi,2011,66000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,5.5
698,Hyundai,i10 Magna,Jaipur,2010,66770,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.6
699,Hyundai,i10 Magna 1.1,Kochi,2014,58472,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.41
700,Maruti,Dzire VXI,Kolkata,2011,46687,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2.7
701,Maruti,Grand Vitara AT,Chennai,2008,77000,Petrol,Automatic,Fourth & Above,9.7,1995.0,163.5,5.0,5.5
702,Mercedes-Benz,New C-Class C 200 CGI,Mumbai,2011,48000,Petrol,Automatic,Second,14.74,1991.0,184.0,5.0,9.75
703,Nissan,Sunny 2011-2014 Diesel XV,Mumbai,2013,47000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.25
704,Maruti,Wagon R LXI,Ahmedabad,2015,51530,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.2
705,Maruti,Swift Dzire ZDI,Bangalore,2014,25789,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,6.85
706,Honda,Amaze S i-Dtech,Delhi,2015,48000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.5
707,Maruti,Swift ZDI,Delhi,2012,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,3.55
708,Hyundai,Accent Executive CNG,Hyderabad,2010,95637,CNG,Manual,Second,13.2,1495.0,93.7,5.0,1.9
709,Mahindra,Scorpio LX 2.6 Turbo,Hyderabad,2008,131000,Diesel,Manual,First,10.5,2609.0,120.0,7.0,3.6
710,Toyota,Fortuner 4x2 Manual,Mumbai,2012,76000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,13.5
711,Datsun,redi-GO T Option,Bangalore,2016,20487,Petrol,Manual,First,22.7,799.0,53.64,5.0,2.66
712,Honda,City V MT,Delhi,2010,43000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,3.75
713,Honda,City i DTec V,Coimbatore,2016,60805,Diesel,Manual,First,26.0,1498.0,98.6,5.0,8.07
714,Volkswagen,Jetta 2012-2014 2.0L TDI Trendline,Kochi,2012,58775,Diesel,Manual,First,19.33,1968.0,138.1,5.0,5.64
715,Maruti,Ertiga VDI,Coimbatore,2016,85827,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.5
716,Maruti,Swift Dzire Vdi BSIV,Mumbai,2008,91000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2.85
717,Renault,Duster 110PS Diesel RxZ Pack,Pune,2012,74000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.35
718,Maruti,Ritz VDi,Hyderabad,2010,79324,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.3
719,Maruti,Swift Dzire VXI,Bangalore,2013,38623,Petrol,Manual,First,19.1,1197.0,85.8,5.0,5.0
720,Maruti,Swift ZDi,Coimbatore,2014,59923,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.46
721,Hyundai,EON Sportz,Jaipur,2017,23360,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.75
722,Maruti,Zen VXI BSII,Kochi,2003,61495,Petrol,Manual,Third,17.3,993.0,60.0,5.0,1.52
723,Maruti,Eeco 7 Seater Standard,Coimbatore,2012,56661,Petrol,Manual,First,15.1,1196.0,73.0,7.0,3.61
725,Maruti,Swift Dzire VDi,Hyderabad,2010,130000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.65
726,Tata,Sumo DX,Mumbai,2013,20000,Diesel,Manual,First,14.07,1978.0,83.1,10.0,5.25
727,Honda,City i-VTEC CVT VX,Mumbai,2015,30000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.65
728,Tata,Indigo eCS eLX BS IV,Delhi,2015,150000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.5
729,Volkswagen,Vento TSI,Chennai,2014,28000,Petrol,Automatic,First,16.93,1197.0,103.6,5.0,7.75
730,Maruti,Celerio VXI,Bangalore,2015,74000,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.15
731,Toyota,Fortuner 3.0 Diesel,Delhi,2011,75000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,10.85
732,Mitsubishi,Outlander 2.4,Delhi,2010,76000,Petrol,Automatic,Second,11.3,2360.0,170.0,5.0,5.53
733,Volkswagen,Jetta 2007-2011 1.9 Highline TDI,Pune,2014,64889,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,11.5
734,Hyundai,Creta 1.6 CRDi SX,Kolkata,2015,43000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.25
735,Skoda,Fabia 1.2 MPI Ambiente Petrol,Pune,2011,47490,Petrol,Manual,First,17.5,1198.0,75.0,5.0,2.29
736,Ford,EcoSport 1.5 TDCi Titanium,Chennai,2015,80000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.0
737,Maruti,Zen Estilo 1.1 LXI BSIII,Bangalore,2007,60000,Petrol,Manual,Second,18.2,1061.0,64.0,5.0,1.65
738,Maruti,Ciaz 1.4 Delta,Ahmedabad,2017,6006,Petrol,Manual,First,20.73,1373.0,91.1,5.0,8.25
739,Mercedes-Benz,New C-Class C 200 Avantgarde Edition C,Kochi,2011,71703,Petrol,Automatic,First,14.74,1991.0,181.03,5.0,9.14
740,Honda,Amaze SX i-VTEC,Hyderabad,2016,33000,Petrol,Manual,First,17.8,1198.0,86.7,5.0,6.5
742,Renault,Duster 85PS Diesel RxL,Jaipur,2015,91000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.75
743,Maruti,Wagon R LXI LPG BSIV,Hyderabad,2012,72000,LPG,Manual,First,26.2,998.0,58.2,5.0,2.85
744,Volkswagen,Polo Petrol Highline 1.2L,Kolkata,2011,43000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,2.1
745,Hyundai,Creta 1.6 SX Plus Diesel,Coimbatore,2017,63770,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.55
746,Maruti,Baleno Alpha Diesel,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.5
747,Maruti,Ciaz ZDi SHVS,Ahmedabad,2016,56000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.5
748,Maruti,SX4 Vxi BSIII,Jaipur,2007,76000,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,2.15
749,Hyundai,Elantra CRDi SX,Coimbatore,2015,53615,Diesel,Manual,First,22.7,1582.0,126.24,5.0,8.44
750,Mitsubishi,Pajero Sport 4X4,Bangalore,2013,132000,Diesel,Manual,First,13.5,2477.0,175.56,7.0,12.49
751,Volkswagen,Ameo 1.2 MPI Comfortline,Pune,2017,14800,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.48
752,Maruti,Ritz VXi,Hyderabad,2013,35433,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.2
753,Hyundai,Verna CRDi SX,Hyderabad,2013,82966,Diesel,Manual,First,16.8,1493.0,110.0,5.0,7.2
754,Maruti,Swift Dzire Tour LDI,Jaipur,2014,96000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.8
755,Mahindra,KUV 100 mFALCON D75 K6,Kochi,2017,39528,Diesel,Manual,First,25.32,1198.0,77.0,6.0,5.83
756,Maruti,Baleno Delta 1.2,Pune,2016,14930,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.85
757,Honda,Jazz VX Diesel,Mumbai,2016,38000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.21
758,Hyundai,i20 1.2 Asta,Delhi,2013,71000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.65
759,Hyundai,i20 Sportz Diesel,Delhi,2012,71000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.7
760,Hyundai,Xcent 1.2 Kappa Base,Kochi,2016,48163,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.85
761,Hyundai,Grand i10 AT Asta,Coimbatore,2017,19168,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,6.93
762,Maruti,Alto 800 VXI,Kolkata,2016,26000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.6
763,Chevrolet,Sail Hatchback 1.2 LS,Kolkata,2014,37400,Petrol,Manual,First,18.2,1199.0,82.5,5.0,1.89
764,Skoda,Superb Elegance 1.8 TSI AT,Mumbai,2012,95000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,10.0
765,Audi,A4 2.0 TDI,Kolkata,2009,34000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,9.95
766,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,Mumbai,2014,95000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,9.45
767,Hyundai,i10 Era,Jaipur,2008,84000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1.8
768,Maruti,Swift Dzire VXi,Kolkata,2008,47000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,1.4
769,Skoda,Rapid 1.5 TDI AT Ambition,Ahmedabad,2015,60001,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,7.25
770,Maruti,Ritz VDi,Hyderabad,2012,96000,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.6
771,Hyundai,Accent GLS 1.6,Jaipur,2004,47300,Petrol,Manual,Second,14.4,1599.0,94.0,5.0,1.2
772,Honda,Amaze SX i-VTEC,Coimbatore,2014,28246,Petrol,Manual,Second,17.8,1198.0,86.7,5.0,4.94
773,Maruti,Wagon R LXI,Delhi,2007,65000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.25
774,Volkswagen,Polo Diesel Comfortline 1.2L,Chennai,2013,68000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,4.8
775,Hyundai,i20 1.2 Sportz,Pune,2011,41980,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.3
776,Chevrolet,Beat Diesel PS,Bangalore,2012,65000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.4
777,Honda,Civic 2010-2013 1.8 V MT,Kolkata,2010,38000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,2.0
778,Maruti,Wagon R VXI BS IV,Pune,2014,51000,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1
779,Skoda,Rapid 1.6 MPI Ambition Plus,Kochi,2014,33855,Petrol,Manual,First,15.0,1598.0,103.6,5.0,5.09
780,Maruti,Baleno Vxi - BSIII,Pune,2006,146000,Petrol,Manual,Second,15.4,1590.0,94.0,5.0,1.05
781,Ford,EcoSport 1.5 TDCi Titanium,Bangalore,2015,47037,Diesel,Manual,Second,22.77,1498.0,98.59,5.0,7.0
782,Hyundai,Accent GLE,Ahmedabad,2010,58000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,2.5
783,Maruti,Alto K10 2010-2014 VXI,Chennai,2011,91211,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1
784,Maruti,Wagon R LXI DUO BSIII,Mumbai,2008,64226,LPG,Manual,First,17.3,1061.0,57.5,5.0,1.45
785,Toyota,Corolla H4,Bangalore,2005,67000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.45
786,Volvo,XC60 D5,Pune,2011,106976,Diesel,Automatic,First,13.5,2400.0,215.0,5.0,13.8
787,Honda,Jazz 1.5 VX i DTEC,Kolkata,2016,27210,Diesel,Manual,First,27.3,1498.0,98.6,5.0,5.85
788,Maruti,Ciaz 1.3 Alpha,Delhi,2017,26322,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.9
789,Maruti,Swift VXI BSIV,Mumbai,2016,9107,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.15
790,Maruti,Wagon R VXI Minor,Chennai,2010,134000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,1.65
791,Hyundai,Santro Xing GL,Pune,2008,93000,Petrol,Manual,First,0.0,1086.0,62.0,5.0,1.45
792,Maruti,Swift Dzire AMT ZDI,Coimbatore,2017,24852,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,8.08
793,Hyundai,Grand i10 AT Asta,Pune,2014,37632,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,4.5
794,Nissan,Sunny 2011-2014 XV Special Edition,Chennai,2013,55000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,4.3
795,Maruti,A-Star Lxi,Hyderabad,2010,81448,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.6
796,Renault,KWID RXT Optional,Hyderabad,2018,1900,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.45
797,Hyundai,Verna 1.6 SX VTVT (O) AT,Coimbatore,2012,54957,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,5.37
798,Maruti,Wagon R LXI Minor,Chennai,2008,55000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,1.75
799,Tata,Indigo CS eVX,Jaipur,2016,65000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.8
800,Hyundai,i20 Sportz 1.4 CRDi,Hyderabad,2015,26000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.2
801,Maruti,Omni E MPI STD BS IV,Kochi,2019,11571,Petrol,Manual,First,16.8,796.0,34.2,8.0,3.8
802,Maruti,Swift ZDi,Hyderabad,2014,81000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.1
803,Ford,Ecosport Signature Edition Diesel,Coimbatore,2019,23154,Diesel,Manual,First,23.0,1498.0,98.96,5.0,11.65
804,Honda,Brio VX AT,Mumbai,2014,26856,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.15
805,Mahindra,Scorpio 2.6 LX,Bangalore,2008,176000,Diesel,Manual,Second,10.5,2179.0,120.0,8.0,4.3
806,Hyundai,i20 1.2 Magna,Kolkata,2010,18000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.25
807,Hyundai,Verna 1.6 SX,Ahmedabad,2014,63003,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.75
808,Mahindra,XUV500 W6 2WD,Chennai,2014,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.4
809,Volkswagen,Vento 1.5 TDI Comfortline,Coimbatore,2014,56658,Diesel,Manual,First,20.64,1498.0,108.5,5.0,5.39
810,Maruti,Swift Dzire VDI Optional,Kochi,2019,18592,Diesel,Manual,First,26.59,1248.0,74.0,5.0,8.51
811,Tata,Manza Aura Safire BS IV,Pune,2010,75695,Petrol,Manual,First,13.7,1368.0,88.8,5.0,1.85
812,Maruti,Swift VDI,Kolkata,2012,82000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,2.5
813,Volkswagen,Polo Diesel Highline 1.2L,Chennai,2013,60000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.75
814,Honda,City 1.5 V MT,Pune,2009,138000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.5
815,Hyundai,i20 Asta (o) 1.4 CRDi (Diesel),Bangalore,2014,67000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5
816,Honda,City 1.5 V MT,Coimbatore,2012,42750,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6.33
817,Chevrolet,Beat Diesel,Kochi,2014,52398,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.47
818,Chevrolet,Spark 1.0 LS,Kochi,2014,36657,Petrol,Manual,First,16.2,995.0,62.1,5.0,3.3
819,Tata,New Safari DICOR 2.2 EX 4x2,Delhi,2011,77000,Diesel,Manual,Second,11.57,2179.0,138.1,7.0,3.5
820,BMW,5 Series 2003-2012 530d Highline,Pune,2008,112500,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,7.99
821,Toyota,Fortuner 2.8 4WD MT,Kochi,2013,105072,Diesel,Manual,First,14.24,2755.0,174.5,7.0,13.28
822,BMW,X1 sDrive 18i,Pune,2012,80000,Petrol,Automatic,First,11.25,1995.0,150.0,5.0,9.5
823,Renault,Captur 1.5 Diesel Platine Mono,Kochi,2019,3102,Diesel,Manual,First,20.37,1461.0,108.45,5.0,14.01
824,Hyundai,Xcent 1.1 CRDi S,Coimbatore,2016,14656,Diesel,Manual,First,24.4,1120.0,71.0,5.0,6.99
825,BMW,3 Series 320d,Hyderabad,2010,105000,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,11.0
826,BMW,5 Series 2010-2013 525i,Hyderabad,2008,61000,Petrol,Automatic,Second,10.8,2497.0,215.0,5.0,11.0
827,Nissan,Micra XE,Pune,2010,85046,Petrol,Manual,Second,18.06,1198.0,75.0,5.0,2.3
828,Honda,CR-V 2.4 AT,Delhi,2010,94000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,4.8
829,Maruti,Swift VXI,Coimbatore,2013,61110,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.57
830,Hyundai,Xcent 1.1 CRDi S,Chennai,2016,80000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.5
831,Nissan,Terrano XV Premium 110 PS,Kochi,2015,43190,Diesel,Manual,First,19.01,1461.0,108.5,5.0,7.61
832,Hyundai,Grand i10 Asta Option,Coimbatore,2016,44178,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.88
833,Toyota,Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2015,84415,Diesel,Manual,First,12.99,2494.0,100.6,8.0,13.5
834,Hyundai,i20 1.2 Magna,Kolkata,2015,35000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,4.6
835,Ford,EcoSport 1.5 TDCi Titanium,Kolkata,2013,44000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,4.9
836,Honda,City 1.5 S MT,Hyderabad,2012,67635,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.25
837,Ford,EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,18385,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,12.41
838,Volkswagen,Polo Diesel Highline 1.2L,Kolkata,2014,35000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.8
839,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,Mumbai,2010,49000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,8.95
840,Ford,Ecosport 1.5 DV5 MT Titanium,Hyderabad,2013,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.2
841,Tata,Indigo GLE,Hyderabad,2017,23228,Petrol,Manual,First,14.4,1396.0,65.0,5.0,4.5
842,Maruti,Swift Dzire LDI,Delhi,2014,68462,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.15
843,Maruti,S-Cross Zeta DDiS 200 SH,Coimbatore,2016,74611,Diesel,Manual,First,25.1,1248.0,88.5,5.0,7.94
844,Renault,Duster 110PS Diesel RxZ Pack,Pune,2014,90000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7.25
845,Maruti,Wagon R VXI,Delhi,2016,22000,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.7
846,Hyundai,Santro Xing GL,Hyderabad,2010,58163,Petrol,Manual,First,0.0,1086.0,62.0,5.0,2.45
847,Chevrolet,Beat Diesel LT,Chennai,2011,109500,Diesel,Manual,Third,25.44,936.0,57.6,5.0,1.5
848,Mahindra,XUV500 W4 1.99 mHawk,Delhi,2017,13363,Diesel,Manual,First,16.0,1997.0,140.0,7.0,12.0
849,Hyundai,i10 Era 1.1,Delhi,2012,51000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.2
850,Tata,New Safari DICOR 2.2 EX 4x4,Hyderabad,2007,103000,Diesel,Manual,First,13.93,2179.0,138.0,7.0,3.6
851,Hyundai,i10 Sportz,Kolkata,2009,43002,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.92
852,Skoda,Laura Elegance MT,Jaipur,2010,82407,Diesel,Manual,First,17.5,1896.0,106.0,5.0,4.25
853,Hyundai,Grand i10 Sportz,Kolkata,2013,29000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.2
855,Maruti,Swift Dzire VDI,Kolkata,2014,45000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.85
856,Hyundai,i20 Asta 1.4 CRDi (Diesel),Kochi,2010,93401,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.48
857,Ford,Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,95802,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,4.55
858,Maruti,Ertiga VDI,Pune,2016,130000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.0
859,Maruti,Ertiga ZDI,Ahmedabad,2013,67443,Diesel,Manual,First,20.77,1248.0,88.8,7.0,5.75
860,Honda,City 1.5 V AT Sunroof,Kochi,2016,47681,Petrol,Automatic,First,16.8,1497.0,116.3,5.0,8.73
861,Maruti,Alto LXi BSIII,Hyderabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.7
862,Maruti,Vitara Brezza ZDi Plus,Kochi,2019,34688,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.49
863,Maruti,Swift ZDi,Pune,2016,58000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.55
864,Tata,Zest Revotron 1.2 XT,Mumbai,2014,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,3.95
865,Hyundai,i20 1.2 Sportz Option,Bangalore,2010,61000,Petrol,Manual,Fourth & Above,17.0,1197.0,80.0,5.0,3.25
866,Skoda,Fabia 1.4 TDI Active,Mumbai,2009,86000,Diesel,Manual,First,19.4,1422.0,70.0,5.0,2.75
867,Toyota,Corolla Altis D-4D J,Kolkata,2015,45000,Diesel,Manual,First,21.43,1364.0,87.2,5.0,7.35
868,Volkswagen,Ameo 1.2 MPI Comfortline,Ahmedabad,2017,55000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,4.7
869,Hyundai,Creta 1.6 VTVT S,Kochi,2016,36855,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,8.77
870,Hyundai,i10 Magna 1.2,Kochi,2013,46821,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.42
871,Chevrolet,Beat LS,Kolkata,2015,120000,Petrol,Manual,First,18.6,1199.0,76.8,5.0,2.5
872,Nissan,Terrano XL,Mumbai,2014,40000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,5.25
873,Audi,Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,2013,60000,Diesel,Automatic,Second,15.73,1968.0,174.33,5.0,14.5
874,Hyundai,i10 Asta AT,Mumbai,2011,64984,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.45
875,Maruti,Alto K10 VXI AGS,Pune,2015,73204,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.3
876,Maruti,Vitara Brezza VDi,Kolkata,2017,35000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,6.5
877,Hyundai,EON D Lite Plus,Hyderabad,2013,17729,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.65
878,Mahindra,XUV300 W8 Diesel,Chennai,2012,97000,Diesel,Manual,First,20.0,1497.0,115.0,5.0,7.25
879,Hyundai,Verna CRDi 1.6 SX Option,Kochi,2014,89614,Diesel,Manual,First,22.0,1582.0,126.2,5.0,6.01
880,Maruti,Wagon R VXI,Kolkata,2015,14000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.8
881,Hyundai,i20 Sportz Option,Chennai,2012,50000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.0
882,Honda,City i VTEC V,Delhi,2014,62505,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.95
883,Toyota,Innova 2.5 V Diesel 7-seater,Chennai,2011,248000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,9.2
884,Hyundai,Verna CRDi SX,Pune,2012,94900,Diesel,Manual,First,16.8,1493.0,110.0,5.0,5.35
885,Tata,Hexa XT,Delhi,2017,55000,Diesel,Manual,First,17.6,2179.0,153.86,7.0,12.0
886,Maruti,Wagon R VXI,Coimbatore,2008,53934,Petrol,Manual,Second,18.9,998.0,67.1,5.0,2.69
887,Honda,Amaze EX i-Vtech,Kolkata,2014,48000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,2.75
888,Maruti,Alto 800 2016-2019 LXI,Mumbai,2016,24000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.8
889,Hyundai,Verna 1.6 SX VTVT,Mumbai,2016,52001,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.45
890,Tata,Tiago 1.2 Revotron XZ,Coimbatore,2018,9565,Petrol,Manual,First,23.84,1199.0,84.0,5.0,5.88
891,Maruti,Swift LXI,Pune,2013,32953,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.65
892,Hyundai,EON Era,Jaipur,2014,18000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5
893,Hyundai,i20 Magna 1.4 CRDi,Hyderabad,2016,33016,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.85
894,Toyota,Etios VD,Chennai,2012,48000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,5.25
895,Toyota,Corolla Altis Diesel D4DG,Coimbatore,2014,72022,Diesel,Manual,First,21.43,1364.0,87.2,5.0,9.23
896,Volkswagen,Polo 1.5 TDI Highline,Hyderabad,2014,69000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.19
897,Skoda,Superb Elegance 1.8 TSI AT,Pune,2009,108000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4.35
898,Maruti,Swift VDi BSIII W/ ABS,Pune,2015,79000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,5.75
899,Honda,City i VTEC CVT VX,Kochi,2016,58197,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.19
900,BMW,7 Series 2007-2012 740Li,Pune,2008,66000,Petrol,Automatic,Second,8.45,2979.0,321.0,5.0,10.75
901,Hyundai,i10 Magna AT,Bangalore,2009,60000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,2.99
902,Maruti,Swift Dzire VDI,Kolkata,2014,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3.89
903,Honda,City i DTec VX,Coimbatore,2018,45555,Diesel,Manual,First,26.0,1498.0,98.6,5.0,11.73
904,Maruti,Omni 8 Seater BSIV,Coimbatore,2016,55137,Petrol,Manual,First,14.0,796.0,35.0,5.0,3.11
905,Skoda,Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,2014,93325,Diesel,Manual,Second,17.2,1968.0,138.1,5.0,14.45
906,Maruti,Ertiga SHVS VDI,Ahmedabad,2018,38000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.7
907,Hyundai,Grand i10 CRDi Magna,Kochi,2016,57738,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.04
908,Maruti,Ciaz VDi Plus SHVS,Jaipur,2017,38282,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.5
909,Fiat,Avventura MULTIJET Emotion,Mumbai,2015,32000,Diesel,Manual,First,20.5,1248.0,91.72,5.0,5.65
910,Maruti,Zen Estilo LXI Green (CNG),Ahmedabad,2011,76000,CNG,Manual,First,26.3,998.0,67.1,5.0,2.0
911,Volkswagen,Vento Petrol Highline,Pune,2012,67200,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.9
912,BMW,3 Series 320d Luxury Line,Jaipur,2013,62655,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,14.5
913,Hyundai,Grand i10 1.2 Kappa Magna,Delhi,2017,8471,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.0
914,Renault,Duster 110PS Diesel RxZ AMT,Coimbatore,2017,30090,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,11.44
